Taxonomy	C1	C2
Sulfodiicoccus acidiphilus	0	0
Sulfolobales Mexican fusellovirus 1	0	0
Sulfolobales Mexican rudivirus 1	0	0
Sulfolobales virus YNP1	0	0
Sulfolobales Virus YNP2	0	0
Sulfolobus acidocaldarius	0	0
Sulfolobus alphaportoglobovirus 1	0	0
Sulfolobus ellipsoid virus 1	0	0
Sulfolobus islandicus	0	0
Sulfolobus islandicus filamentous virus	0	0
Sulfolobus islandicus rod-shaped virus 10	0	0
Sulfolobus islandicus rod-shaped virus 11	0	0
Sulfolobus islandicus rod-shaped virus 1	0	0
Sulfolobus islandicus rod-shaped virus 2	0	0
Sulfolobus islandicus rod-shaped virus 4	0	0
Sulfolobus islandicus rod-shaped virus 5	0	0
Sulfolobus islandicus rod-shaped virus 6	0	0
Sulfolobus islandicus rod-shaped virus 7	0	0
Sulfolobus islandicus rod-shaped virus 8	0	0
Sulfolobus islandicus rod-shaped virus 9	0	0
Sulfolobus islandicus rudivirus 3	0	0
Sulfolobus monocaudavirus SMV1	0	0
Sulfolobus monocaudavirus SMV2	0	0
Sulfolobus monocaudavirus SMV3	0	0
Sulfolobus monocaudavirus SMV4	0	0
Sulfolobus neozealandicus	0	0
Sulfolobus sp. A20	0	0
Sulfolobus sp. E11-6	0	0
Sulfolobus sp. E5-1-F	0	0
Sulfolobus spindle-shaped virus 1	0	0
Sulfolobus spindle-shaped virus 2	0	0
Sulfolobus spindle-shaped virus 4	0	0
Sulfolobus spindle-shaped virus 5	0	0
Sulfolobus spindle-shaped virus 6	0	0
Sulfolobus spindle-shaped virus 7	0	0
Sulfolobus spindle-shaped virus 8	0	0
Sulfolobus spindle-shaped virus 9	0	0
Sulfolobus sp. NOB8H2	0	0
Sulfolobus sp. S-194	0	0
Sulfolobus tengchongensis	0	0
Sulfolobus turreted icosahedral virus 1	0	0
Sulfolobus turreted icosahedral virus 2	0	0
Sulfolobus virus STSV1	0	0
Sulfolobus virus STSV2	0	0
Sulfuracidifex tepidarius	0	0
Sulfuricaulis limicola	0	0
Sulfuricella denitrificans	0	0
Sulfuricurvum kujiense	0	0
Sulfuriferula nivalis	0	0
Sulfuriferula plumbiphila	0	0
Sulfuriferula sp. AH1	0	0
Sulfuriflexus mobilis	0	0
Sulfurifustis variabilis	0	0
Sulfurihydrogenibium azorense	0	0
Sulfurihydrogenibium sp. YO3AOP1	0	0
Sulfurimicrobium lacus	0	0
Sulfurimonas autotrophica	0	0
Sulfurimonas denitrificans	0	0
Sulfurimonas gotlandica	0	0
Sulfurimonas paralvinellae	0	1
Sulfurimonas sp. 1-1N	0	0
Sulfurimonas sp. B2	0	0
Sulfurimonas sp. CVO	0	0
Sulfurimonas sp. GYSZ_1	0	0
Sulfurimonas sp. NW10	0	0
Sulfurimonas sp. S2-6	0	0
Sulfurisphaera ohwakuensis	0	0
Sulfurisphaera tokodaii	0	0
Sulfuritalea hydrogenivorans	0	0
Sulfuritortus calidifontis	0	0
Sulfurivermis fontis	0	0
Sulfurospirillum barnesii	0	0
Sulfurospirillum cavolei	0	0
Sulfurospirillum deleyianum	0	0
Sulfurospirillum halorespirans	0	0
Sulfurospirillum multivorans	0	0
Sulfurospirillum sp. ACSDCE	0	0
Sulfurospirillum sp. ACSTCE	0	0
Sulfurospirillum sp. JPD-1	0	0
Sulfurospirillum sp. SL2-1	0	0
Sulfurospirillum sp. SL2-2	0	0
Sulfurospirillum sp. UCH001	0	0
Sulfurovum lithotrophicum	0	0
Sulfurovum sp. NBC37-1	0	0
Sunflower chlorotic mottle virus	0	0
Sunflower leaf curl Karnataka alphasatellite	0	0
Sunflower mild mosaic virus	0	0
Sunflower mosaic virus	0	0
Sunflower ring blotch virus	0	0
Sunguru sunrhavirus	0	0
Sunn hemp leaf distortion virus	0	0
Sus scrofa papillomavirus 2	0	0
Sus scrofa polyomavirus 1	0	0
Sutterella faecalis	0	0
Sutterella megalosphaeroides	0	0
Swagivirus HG	0	0
Swan circovirus	0	0
Sweet clover necrotic mosaic virus	0	0
Sweet potato badnavirus B	0	0
Sweet potato C6 virus	0	0
Sweet potato chlorotic fleck virus	0	0
Sweet potato chlorotic stunt virus	0	0
Sweet potato collusive virus	0	0
Sweet potato feathery mottle virus	0	0
Sweet potato golden vein associated virus	0	0
Sweet potato golden vein Korea virus	0	0
Sweet potato latent virus	0	0
Sweet potato leaf curl Bengal virus	0	0
Sweet potato leaf curl Canary virus	0	0
Sweet potato leaf curl China virus	0	0
Sweet potato leaf curl deltasatellite 1	0	0
Sweet potato leaf curl deltasatellite 2	0	0
Sweet potato leaf curl deltasatellite 3	0	0
Sweet potato leaf curl Georgia virus	0	0
Sweet potato leaf curl Guangxi virus	0	0
Sweet potato leaf curl Henan virus	0	0
Sweet potato leaf curl Lanzarote virus	0	0
Sweet potato leaf curl Sao Paulo virus	0	0
Sweet potato leaf curl Shanghai virus	0	0
Sweet potato leaf curl Sichuan virus 1	0	0
Sweet potato leaf curl Sichuan virus 2	0	0
Sweet potato leaf curl South Carolina virus	0	0
Sweet potato leaf curl Spain virus	0	0
Sweet potato leaf curl Uganda virus	0	0
Sweet potato leaf curl virus	0	0
Sweet potato leaf speckling virus	0	0
Sweet potato mild mottle virus	0	0
Sweet potato mild speckling virus	0	0
Sweet potato mosaic virus	0	0
Sweet potato pakakuy virus	0	0
Sweet potato symptomless virus 1	0	0
Sweet potato vein clearing virus	0	0
Sweet potato virus 2	0	0
Sweet potato virus C	0	0
Sweet potato virus G	0	0
Sweetwater Branch tibrovirus	0	0
Swinepox virus	0	0
Swingsia samuiensis	0	0
Swingsia sp. F3b2	0	0
Switchgrass mosaic-associated virus	0	0
Switchgrass mosaic virus	0	0
Symbiobacterium thermophilum	0	0
Symphysodon discus adomavirus 1	0	0
Synechococcus elongatus	0	0
Synechococcus lividus	0	0
Synechococcus phage ACG-2014c	0	0
Synechococcus phage ACG-2014d	0	0
Synechococcus phage ACG-2014e	0	0
Synechococcus phage ACG-2014g	0	0
Synechococcus phage ACG-2014h	0	0
Synechococcus phage ACG-2014i	0	0
Synechococcus phage ACG-2014j	0	0
Synechococcus phage metaG-MbCM1	0	0
Synechococcus phage S-CAM22	0	0
Synechococcus phage S-CAM4	0	0
Synechococcus phage S-CAM7	0	0
Synechococcus phage S-CAM8	0	0
Synechococcus phage S-CBP1	0	0
Synechococcus phage S-CBS1	0	0
Synechococcus phage S-CBS2	0	0
Synechococcus phage S-CBS3	0	0
Synechococcus phage S-CBS4	0	0
Synechococcus phage S-CRM01	0	0
Synechococcus phage S-PM2	0	0
Synechococcus phage S-RIM2 R1_1999	0	0
Synechococcus phage S-RIM8 A.HR1	0	0
Synechococcus phage S-RSM4	0	0
Synechococcus phage S-SM2	0	0
Synechococcus phage S-SSM4	0	0
Synechococcus phage S-SSM5	0	0
Synechococcus phage S-SSM7	0	0
Synechococcus phage S-WAM1	0	0
Synechococcus phage syn9	0	0
Synechococcus sp.	0	0
Synechococcus sp. A15-127	0	0
Synechococcus sp. A15-24	0	0
Synechococcus sp. A15-28	0	0
Synechococcus sp. A15-44	0	0
Synechococcus sp. A15-60	0	0
Synechococcus sp. A15-62	0	0
Synechococcus sp. A18-25c	0	0
Synechococcus sp. A18-40	0	0
Synechococcus sp. A18-46.1	0	0
Synechococcus sp. BIOS-E4-1	0	0
Synechococcus sp. BIOS-U3-1	1	0
Synechococcus sp. BMK-MC-1	0	0
Synechococcus sp. BOUM118	0	0
Synechococcus sp. CB0101	0	0
Synechococcus sp. CC9311	0	0
Synechococcus sp. CC9605	0	0
Synechococcus sp. CC9902	0	0
Synechococcus sp. HK01-R	0	0
Synechococcus sp. JA-2-3B'a(2-13)	0	0
Synechococcus sp. JA-3-3Ab	0	0
Synechococcus sp. KORDI-100	0	0
Synechococcus sp. KORDI-49	0	0
Synechococcus sp. KORDI-52	0	0
Synechococcus sp. LTW-R	0	0
Synechococcus sp. M16.1	0	0
Synechococcus sp. MEDNS5	0	0
Synechococcus sp. Minos11	0	0
Synechococcus sp. MIT S9220	0	0
Synechococcus sp. MVIR-18-1	0	0
Synechococcus sp. NIES-970	0	0
Synechococcus sp. NOUM97013	0	0
Synechococcus sp. PCC 11901	0	0
Synechococcus sp. PCC 6312	0	0
Synechococcus sp. PCC 7002	0	0
Synechococcus sp. PCC 7003	0	0
Synechococcus sp. PCC 7117	0	0
Synechococcus sp. PCC 73109	0	0
Synechococcus sp. PCC 7336	0	0
Synechococcus sp. PCC 7502	0	0
Synechococcus sp. PCC 8807	0	0
Synechococcus sp. PROS-7-1	0	0
Synechococcus sp. PROS-9-1	0	0
Synechococcus sp. PROS-U-1	0	0
Synechococcus sp. RCC307	0	0
Synechococcus sp. ROS8604	0	0
Synechococcus sp. RS9902	0	0
Synechococcus sp. RS9907	0	0
Synechococcus sp. RS9909	0	0
Synechococcus sp. RS9915	0	0
Synechococcus sp. RSCCF101	0	0
Synechococcus sp. SYN20	0	0
Synechococcus sp. SynAce01	0	0
Synechococcus sp. TAK9802	0	0
Synechococcus sp. UTEX 2973	0	0
Synechococcus sp. WH 7803	0	0
Synechococcus sp. WH 8020	0	0
Synechococcus sp. WH 8101	0	0
Synechococcus sp. WH 8102	0	0
Synechococcus sp. WH 8103	0	0
Synechococcus sp. WH 8109	0	0
Synechococcus virus AC2014fSyn7803C8	0	0
Synechococcus virus ACG2014bSyn7803C61	0	0
Synechococcus virus Bellamy	0	0
Synechococcus virus P60	0	0
Synechococcus virus PSSP2	0	0
Synechococcus virus SB28	0	0
Synechococcus virus SCAM1	0	0
Synechococcus virus SCAM3	0	0
Synechococcus virus SCAM9	0	0
Synechococcus virus SCBP2	0	0
Synechococcus virus SCBP3	0	0
Synechococcus virus SCBP42	0	0
Synechococcus virus SCBP4	0	0
Synechococcus virus SCBWM1	0	0
Synechococcus virus SIOM18	0	0
Synechococcus virus SMbCM100	0	0
Synechococcus virus SP4	0	0
Synechococcus virus SRIM44	0	0
Synechococcus virus SRIM50	0	0
Synechococcus virus SRIM8	0	0
Synechococcus virus SRIP1	0	0
Synechococcus virus SRIP2	0	0
Synechococcus virus SShM2	0	0
Synechococcus virus SSKS1	0	0
Synechococcus virus SSM1	0	0
Synechococcus virus ST4	0	0
Synechococcus virus STIM4	0	0
Synechococcus virus STIM5	0	0
Synechococcus virus STIP37	0	0
Synechococcus virus SWAM2	0	0
Synechococcus virus Syn19	0	0
Synechococcus virus Syn30	0	0
Synechococcus virus Syn5	0	0
Synechocystis sp. CACIAM 05	0	0
Synechocystis sp. IPPAS B-1465	0	0
Synechocystis sp. PCC 6714	0	0
Synechocystis sp. PCC 6803	0	0
Synedrella leaf curl alphasatellite	0	0
Synedrella leaf curl virus	0	0
Synedrella yellow vein clearing virus	0	0
Syntrophobacter fumaroxidans	0	0
Syntrophobotulus glycolicus	0	0
Syntrophomonas wolfei	0	0
Syntrophothermus lipocalidus	0	0
Syntrophus aciditrophicus	0	0
Tabrizicola piscis	0	1
Tacaiuma orthobunyavirus	0	0
Tacaribe mammarenavirus	0	0
Tacheng arlivirus	0	0
Tacheng Tick Virus 3	0	0
Tacheng Tick Virus 5	0	0
Tacheng Tick Virus 7	0	0
Tacheng tick virus 8	0	0
Tadarida brasiliensis polyomavirus 1	0	0
Tadarida brasiliensis polyomavirus 2	0	0
Tai Forest alphavirus	0	0
Tai Forest ebolavirus	0	0
Tai herbevirus	0	0
Tailam jeilongvirus	0	0
Taishun Tick Virus	0	0
Tall oatgrass mosaic virus	0	0
Tamana bat virus	0	0
Tamarillo leaf malformation virus	0	0
Tamdy orthonairovirus	0	0
Tamiami mammarenavirus	0	0
Tamlana sp. UJ94	0	0
Tamus red mosaic virus	0	0
Tanapox virus	0	0
Tanay virus	0	0
Tannerella forsythia	82	1
Tannerella sp. oral taxon HOT-286	33	44
Tapara phlebovirus	0	0
Tapeworm tapwovirus	0	0
Tardibacter chloracetimidivorans	0	1
Tardiphaga robiniae	0	0
Tardiphaga sp. vice154	0	0
Tardiphaga sp. vice278	0	0
Tardiphaga sp. vice304	0	0
Tardiphaga sp. vice352	0	0
Taro bacilliform CH virus	0	0
Taro bacilliform virus	0	0
Taro vein chlorosis nucleorhabdovirus	0	0
Tasmanian aquabirnavirus	0	0
Tataguine orthobunyavirus	0	0
Taterapox virus	0	0
Tateyamaria omphalii	0	0
Tatlockia micdadei	0	0
Tatumella citrea	0	0
Tatumella morbirosei	0	0
Tatumella ptyseos	0	0
Tatumella sp. TA1	0	0
Taupapillomavirus 1	0	0
Taupapillomavirus 2	0	0
Taupapillomavirus 3	0	0
Taupapillomavirus 4	0	0
Taura syndrome virus	0	0
Taylorella asinigenitalis	0	0
Taylorella equigenitalis	0	0
Tea plant line pattern virus	0	0
Tea plant necrotic ring blotch virus	0	0
Telfairia golden mosaic virus	0	0
Tellina virus 1	0	0
Telosma mosaic virus	0	0
Tembusu virus	0	0
Temperate fruit decay-associated virus	0	0
Temperate phage phiNIH1.1	0	0
Tenacibaculum dicentrarchi	0	0
Tenacibaculum jejuense	0	0
Tenacibaculum maritimum	0	0
Tenacibaculum mesophilum	0	0
Tenacibaculum phage pT24	0	0
Tenacibaculum phage PTm1	0	0
Tenacibaculum sp. DSM 106434	0	0
Tenacibaculum sp. SZ-18	0	0
Tenacibaculum todarodis	0	0
Tensaw orthobunyavirus	0	0
Tent-making bat hepatitis B virus	0	0
Tentweb spider associated circular virus 1	0	0
Tenuifilum thalassicum	0	0
Tepidanaerobacter acetatoxydans	0	0
Tepidiforma bonchosmolovskayae	0	0
Tepiditoga spiralis	0	0
Terasakiella sp. SH-1	0	0
Teredinibacter sp. Bs08	0	0
Teredinibacter turnerae	0	0
Termite associated circular virus 1	0	0
Termite associated circular virus 2	0	0
Termite associated circular virus 3	0	0
Termite associated circular virus 4	0	0
Terribacillus goriensis	0	0
Terricaulis silvestris	0	0
Terriglobus albidus	0	0
Terriglobus roseus	0	0
Terriglobus saanensis	0	0
Teschovirus A	0	0
Tessaracoccus aquimaris	0	0
Tessaracoccus defluvii	0	0
Tessaracoccus flavescens	0	0
Tessaracoccus flavus	0	0
Tessaracoccus lapidicaptus	0	0
Tessaracoccus sp. T2.5-30	0	0
Tessaracoccus timonensis	0	0
Tete orthobunyavirus	0	0
Tetragenococcus halophilus	0	0
Tetragenococcus koreensis	0	0
Tetragenococcus muriaticus	0	0
Tetragenococcus osmophilus	0	0
Tetraparvovirus sp.	0	0
Tetraselmis viridis virus S1	0	0
Tetraselmis viridis virus S20	0	0
Tetrasphaera sp. HKS02	0	0
Tetrasphaera virus TJE1	0	0
Tetterwort vein chlorosis virus	0	0
Teviot pararubulavirus	0	0
Thailand orthohantavirus	0	0
Thalassiosira pseudonana	0	0
Thalassobius gelatinovorus	0	0
Thalassococcus sp. S3	0	0
Thalassolituus oleivorans	0	0
Thalassomonas phage BA3	0	0
Thalassospira indica	0	0
Thalassospira marina	0	0
Thalassospira xiamenensis	0	0
Thalassotalea crassostreae	0	0
Thalassotalea sp. HSM 43	0	1
Thalassotalea sp. LPB0316	0	0
Thalassotalea sp. PS06	0	0
Thauera aromatica	0	0
Thauera chlorobenzoica	0	0
Thauera humireducens	0	0
Thauera hydrothermalis	0	0
Thauera sp. K11	0	0
Thauera sp. MZ1T	0	0
Thaumetopoea pityocampa iflavirus 1	0	0
Theileria annulata	0	0
Theileria equi	0	0
Theileria orientalis	0	0
Theileria parva	0	0
Thelephora terrestris virus 1	0	0
Theobroma cacao	0	0
Thermacetogenium phaeum	0	0
Thermaerobacter marianensis	0	0
Thermaerobacter sp. FW80	0	0
Thermaerobacter sp. PB12/4term	0	0
Thermanaeromonas toyohensis	0	0
Thermanaerovibrio acidaminovorans	0	0
Thermanaerovibrio velox	0	0
Thermincola potens	0	0
Thermoactinomyces vulgaris	0	0
Thermoanaerobacter brockii	0	0
Thermoanaerobacter ethanolicus	0	0
Thermoanaerobacter italicus	0	0
Thermoanaerobacterium aotearoense	0	0
Thermoanaerobacterium phage THSA-485A	0	0
Thermoanaerobacterium sp. RBIITD	0	0
Thermoanaerobacterium thermosaccharolyticum	1	0
Thermoanaerobacterium xylanolyticum	0	0
Thermoanaerobacter kivui	0	0
Thermoanaerobacter mathranii	1	0
Thermoanaerobacter pseudethanolicus	0	0
Thermoanaerobacter siderophilus	0	0
Thermoanaerobacter sp. X513	0	0
Thermoanaerobacter sp. X514	0	0
Thermoanaerobacter wiegelii	0	0
Thermoanaerosceptrum fracticalcis	0	0
Thermobacillus composti	0	0
Thermobaculum terrenum	0	0
Thermobifida fusca	0	0
Thermobispora bispora	0	0
Thermochromatium tepidum	0	0
Thermoclostridium stercorarium	0	0
Thermococcus barophilus	0	0
Thermococcus barossii	0	0
Thermococcus celer	0	0
Thermococcus chitonophagus	0	0
Thermococcus cleftensis	0	0
Thermococcus eurythermalis	0	0
Thermococcus gammatolerans	0	0
Thermococcus gorgonarius	0	0
Thermococcus guaymasensis	0	0
Thermococcus kodakarensis	0	0
Thermococcus litoralis	0	0
Thermococcus nautili	0	0
Thermococcus onnurineus	0	0
Thermococcus pacificus	0	0
Thermococcus paralvinellae	0	0
Thermococcus peptonophilus	0	0
Thermococcus piezophilus	0	0
Thermococcus prieurii	0	0
Thermococcus prieurii virus 1	0	0
Thermococcus profundus	0	0
Thermococcus radiotolerans	0	0
Thermococcus sibiricus	0	0
Thermococcus siculi	0	0
Thermococcus sp. 2319x1	0	0
Thermococcus sp. 26/2	0	0
Thermococcus sp. 4557	0	0
Thermococcus sp. 5-4	0	0
Thermococcus sp. AM4	0	0
Thermococcus sp. AMT11	0	0
Thermococcus sp. AMT7	0	0
Thermococcus sp. CIR10	0	0
Thermococcus sp. EXT12c	0	0
Thermococcus sp. EXT9	0	0
Thermococcus sp. IOH1	0	0
Thermococcus sp. IRI33	0	0
Thermococcus sp. IRI35c	0	0
Thermococcus sp. IRI48	0	0
Thermococcus sp. P6	0	0
Thermococcus sp. SY113	0	0
Thermococcus thioreducens	0	0
Thermocrinis albus	0	0
Thermocrinis minervae	0	0
Thermocrinis ruber	0	0
Thermodesulfatator indicus	0	0
Thermodesulfobacterium commune	0	0
Thermodesulfobacterium geofontis	0	0
Thermodesulfobacterium sp. TA1	0	0
Thermodesulfobium acidiphilum	0	0
Thermodesulfobium narugense	0	0
Thermodesulfovibrio yellowstonii	0	0
Thermofilum adornatum	0	0
Thermofilum pendens	0	0
Thermofilum sp. 3507LT	0	0
Thermofilum uzonense	0	0
Thermogladius calderae	0	0
Thermogutta terrifontis	0	0
Thermoleptolyngbya sp. PKUAC-SCTA183	0	0
Thermomicrobium roseum	0	0
Thermomonas brevis	0	0
Thermomonas carbonis	0	0
Thermomonas sp. HDW16	0	0
Thermomonas sp. SY21	0	0
Thermomonas sp. XSG	0	0
Thermomonospora curvata	0	0
Thermoplasma acidophilum	0	0
Thermoplasma volcanium	0	0
Thermoproteus tenax	0	0
Thermoproteus tenax spherical virus 1	0	0
Thermoproteus tenax virus 1	0	0
Thermoproteus uzoniensis	0	0
Thermosediminibacter oceani	0	0
Thermosipho africanus	0	0
Thermosipho melanesiensis	0	0
Thermosipho sp. 1063	0	0
Thermosipho sp. 1070	0	0
Thermosphaera aggregans	0	0
Thermosulfidibacter takaii	0	0
Thermosulfurimonas marina	0	0
Thermosulfuriphilus ammonigenes	0	0
Thermosynechococcus elongatus	0	0
Thermosynechococcus sp. CL-1	0	0
Thermosynechococcus sp. NK55a	0	0
Thermosynechococcus vulcanus	0	0
Thermotoga caldifontis	0	0
Thermotoga maritima	0	0
Thermotoga naphthophila	0	0
Thermotoga neapolitana	0	0
Thermotoga petrophila	0	0
Thermotoga profunda	0	0
Thermotoga sp. 2812B	0	0
Thermotoga sp. Cell2	0	0
Thermotoga sp. RQ2	0	0
Thermotoga sp. RQ7	0	0
Thermovibrio ammonificans	0	0
Thermovirga lienii	0	0
Thermus aquaticus	0	0
Thermus brockianus	0	0
Thermus caldilimi	0	0
Thermus oshimai	0	0
Thermus parvatiensis	0	0
Thermus phage phi OH2	0	0
Thermus phage phiYS40	0	0
Thermus phage TMA	0	0
Thermus scotoductus	0	0
Thermus sp. 4C	0	0
Thermus sp. CCB_US3_UF1	0	0
Thermus sp. WG	0	0
Thermus thermophilus	0	0
Thermus virus IN93	0	0
Thermus virus OH3	0	0
Thermus virus P23-45	0	0
Thermus virus P23-77	0	0
Thermus virus P74-26	0	0
Thetaarterivirus kafuba	0	0
Thetaarterivirus mikelba 1	0	0
Thetapapillomavirus 1	0	0
Thiafora orthonairovirus	0	0
Thielaviopsis basicola mitovirus	0	0
Thika virus	0	0
Thimiri orthobunyavirus	0	0
Thin paspalum asymptomatic virus	0	0
Thioalkalivibrio nitratireducens	0	0
Thioalkalivibrio paradoxus	0	0
Thioalkalivibrio sp. K90mix	0	0
Thioalkalivibrio sulfidiphilus	0	0
Thioalkalivibrio versutus	0	0
Thiobacillus denitrificans	0	0
Thiobacillus sp.	0	0
Thioclava nitratireducens	0	0
Thiocystis violascens	0	0
Thioflavicoccus mobilis	0	0
Thiohalobacter thiocyanaticus	0	0
Thiolapillus brandeum	0	0
Thiomicrorhabdus aquaedulcis	0	0
Thiomicrorhabdus indica	0	0
Thiomicrorhabdus sp. G1	0	0
Thiomicrorhabdus sp. G2	0	0
Thiomicrospira aerophila	0	0
Thiomicrospira cyclica	0	0
Thiomicrospira sp. S5	0	0
Thiomonas arsenitoxydans	0	0
Thiomonas intermedia	0	1
Thiomonas sp. Bio17B3	0	0
Thiomonas sp. CB2	0	0
Thiomonas sp. OC7	0	0
Thiomonas sp. Sup16B3	0	0
Thiomonas sp. X19	0	0
Thioploca ingrica	0	0
Thiospirochaeta perfilievii	0	0
Thiosulfatimonas sediminis	0	0
Thiosulfativibrio zosterae	0	0
Thogoto thogotovirus	0	0
Thottopalayam thottimvirus	0	0
T'Ho virus	0	0
Thrips-associated genomovirus 1	0	0
Thrips-associated genomovirus 2	0	0
Thrips-associated genomovirus 3	0	0
Thrips-associated genomovirus 4	0	0
Thrush coronavirus HKU12-600	0	0
Thunberg fritillary mosaic virus	0	0
Thysanoplusia orichalcea nucleopolyhedrovirus	0	0
Tianjin totivirus	0	0
Tibetan frog hepatitis B virus	0	0
Tibet orbivirus	0	0
Tibrogargan tibrovirus	0	0
Tick-borne encephalitis virus	0	0
Tiger puffer nervous necrosis virus	0	0
Tilapia tilapinevirus	0	0
Tinamou hepatitis B virus	0	0
Tioga picorna-like virus 1	0	0
Tioman pararubulavirus	0	0
Tipula oleracea nudivirus	0	0
Tissierellia sp. JN-28	0	0
Tistrella mobilis	0	0
Tobacco albetovirus 2	0	0
Tobacco albetovirus 3	0	0
Tobacco bushy top virus	0	0
Tobacco bushy top virus satellite-like RNA	0	0
Tobacco curly shoot alphasatellite	0	0
Tobacco curly shoot betasatellite	0	0
Tobacco curly shoot virus	0	0
Tobacco etch virus	0	0
Tobacco latent virus	0	0
Tobacco leaf chlorosis betasatellite	0	0
Tobacco leaf curl betasatellite	0	0
Tobacco leaf curl Comoros virus	0	0
Tobacco leaf curl Cuba virus	0	0
Tobacco leaf curl Japan betasatellite	0	0
Tobacco leaf curl Japan virus	0	0
Tobacco leaf curl Kochi virus	0	0
Tobacco leaf curl Patna betasatellite	0	0
Tobacco leaf curl PUSA alphasatellite	0	0
Tobacco leaf curl Pusa virus	0	0
Tobacco leaf curl Thailand virus	0	0
Tobacco leaf curl virus	0	0
Tobacco leaf curl Yunnan betasatellite	0	0
Tobacco leaf curl Yunnan virus	0	0
Tobacco leaf curl Zimbabwe virus	0	0
Tobacco leaf rugose virus	0	0
Tobacco mild green mosaic virus	0	0
Tobacco mosaic virus	0	0
Tobacco mosqueado virus	0	0
Tobacco mottle leaf curl virus	0	0
Tobacco mottle virus	0	0
Tobacco necrosis virus A	0	0
Tobacco necrosis virus D	0	0
Tobacco rattle virus	0	0
Tobacco ringspot virus	0	0
Tobacco ringspot virus satellite RNA	0	0
Tobacco streak virus	0	0
Tobacco vein banding mosaic virus	0	0
Tobacco vein clearing virus	0	0
Tobacco vein distorting virus	0	0
Tobacco vein mottling virus	0	0
Tobacco virtovirus 1	0	0
Tobacco virus 1	0	0
Tobacco virus 2	0	0
Tobacco yellow crinkle virus	0	0
Tobacco yellow dwarf virus	0	0
Tofla virus	0	0
Tokyovirus A1	0	0
Tolumonas auensis	0	0
Tolypocladium cylindrosporum virus 1	0	0
Tolypothrix sp. PCC 7910	0	0
Tolypothrix tenuis	0	0
Tomato apical leaf curl virus	0	0
Tomato apical stunt viroid	0	0
Tomato aspermy virus	0	0
Tomato associated geminivirus 1	0	0
Tomato begomovirus satellite DNA beta	0	0
Tomato big bud phytoplasma	0	0
Tomato black ring virus	0	0
Tomato black ring virus satellite RNA	0	0
Tomato blistering mosaic tymovirus	0	0
Tomato bright yellow mosaic virus	0	0
Tomato bright yellow mottle virus	0	0
Tomato brown rugose fruit virus	0	0
Tomato bushy stunt virus	0	0
Tomato bushy stunt virus satellite RNA	0	0
Tomato chino La Paz virus	0	0
Tomato chlorosis virus	0	0
Tomato chlorotic dwarf viroid	0	0
Tomato chlorotic leaf distortion virus	0	0
Tomato chlorotic mottle Guyane virus	0	0
Tomato chlorotic mottle virus	0	0
Tomato chlorotic spot tospovirus	0	0
Tomato chocolate spot virus	0	0
Tomato common mosaic virus	0	0
Tomato curly stunt virus	0	0
Tomato dwarf leaf virus	0	0
Tomato enation leaf curl virus	0	0
Tomato golden leaf distortion virus	0	0
Tomato golden leaf spot virus	0	0
Tomato golden mosaic virus	0	0
Tomato golden mottle virus	0	0
Tomato golden vein virus	0	0
Tomato infectious chlorosis virus	0	0
Tomato interveinal chlorosis virus	0	0
