unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Taxonomy	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium glaciei	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium glaciei	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium indologenes	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium indologenes	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium manosquense	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium manosquense	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium piperi	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium piperi	0	0	1	0	0	0	0	0	0	0	1	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium shandongense	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium shandongense	0	0	0	0	0	0	0	2	0	2	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp.	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp.	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp. 3008163	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp. 3008163	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp. 6424	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp. 6424	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp. 7-3A	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp. 7-3A	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp. F5649	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp. F5649	0	0	0	0	1	0	0	1	1	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp. G0201	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp. G0201	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp. IHB B 17019	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp. IHB B 17019	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp. NEB161	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp. NEB161	0	0	0	1	0	0	0	0	0	1	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium sp. T16E-39	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Chryseobacterium|s_Chryseobacterium sp. T16E-39	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Cloacibacterium	Cloacibacterium normanense	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Cloacibacterium|s_Cloacibacterium normanense	1	40	5	7	1	0	16	74	10	3	3	1
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Cruoricaptor	Cruoricaptor ignavus	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Cruoricaptor|s_Cruoricaptor ignavus	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Elizabethkingia|s_Elizabethkingia anophelis	0	1	0	0	0	0	0	1	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia bruuniana	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Elizabethkingia|s_Elizabethkingia bruuniana	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia meningoseptica	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Elizabethkingia|s_Elizabethkingia meningoseptica	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Empedobacter	Empedobacter brevis	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Empedobacter|s_Empedobacter brevis	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Empedobacter	Empedobacter stercoris	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Empedobacter|s_Empedobacter stercoris	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Epilithonimonas	Chryseobacterium lactis	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Epilithonimonas|s_Chryseobacterium lactis	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Epilithonimonas	Epilithonimonas vandammei	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Epilithonimonas|s_Epilithonimonas vandammei	0	0	1	1	0	0	0	1	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Kaistella	Chryseobacterium haifense	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Kaistella|s_Chryseobacterium haifense	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Kaistella	Kaistella daneshvariae	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Kaistella|s_Kaistella daneshvariae	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Ornithobacterium	Ornithobacterium rhinotracheale	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Ornithobacterium|s_Ornithobacterium rhinotracheale	0	0	0	0	1	0	0	0	0	1	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Planobacterium	Chryseobacterium taklimakanense	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Planobacterium|s_Chryseobacterium taklimakanense	0	1	0	0	0	0	0	4	0	0	0	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Riemerella	Riemerella anatipestifer	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|f_Weeksellaceae|g_Riemerella|s_Riemerella anatipestifer	1	0	0	0	2	0	0	0	0	1	1	0
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	unclassified	Candidatus Sulcia	Candidatus Sulcia muelleri	d_Bacteria|p_Bacteroidetes|c_Flavobacteriia|o_Flavobacteriales|g_Candidatus Sulcia|s_Candidatus Sulcia muelleri	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. HYN0043	d_Bacteria|p_Bacteroidetes|c_Sphingobacteriia|o_Sphingobacteriales|f_Sphingobacteriaceae|g_Mucilaginibacter|s_Mucilaginibacter sp. HYN0043	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. PAMC 26640	d_Bacteria|p_Bacteroidetes|c_Sphingobacteriia|o_Sphingobacteriales|f_Sphingobacteriaceae|g_Mucilaginibacter|s_Mucilaginibacter sp. PAMC 26640	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter sp. KBS0701	d_Bacteria|p_Bacteroidetes|c_Sphingobacteriia|o_Sphingobacteriales|f_Sphingobacteriaceae|g_Pedobacter|s_Pedobacter sp. KBS0701	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. ML3W	d_Bacteria|p_Bacteroidetes|c_Sphingobacteriia|o_Sphingobacteriales|f_Sphingobacteriaceae|g_Sphingobacterium|s_Sphingobacterium sp. ML3W	1	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Bacteroidetes	unclassified	Bacteroidetes Order II. Incertae sedis	Rhodothermaceae	Rhodothermus	Rhodothermus marinus	d_Bacteria|p_Bacteroidetes|o_Bacteroidetes Order II. Incertae sedis|f_Rhodothermaceae|g_Rhodothermus|s_Rhodothermus marinus	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	Candidatus Omnitrophica	unclassified	unclassified	unclassified	Candidatus Vampirococcus	Candidatus Vampirococcus archaeovorus	d_Bacteria|p_Candidatus Omnitrophica|g_Candidatus Vampirococcus|s_Candidatus Vampirococcus archaeovorus	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Candidatus Saccharibacteria	Candidatus Saccharimonia	Candidatus Nanosynbacterales	Candidatus Nanosynbacteraceae	Candidatus Nanosynbacter	Candidatus Nanosynbacter lyticus	d_Bacteria|p_Candidatus Saccharibacteria|c_Candidatus Saccharimonia|o_Candidatus Nanosynbacterales|f_Candidatus Nanosynbacteraceae|g_Candidatus Nanosynbacter|s_Candidatus Nanosynbacter lyticus	0	0	0	0	0	1	11	1	0	1	3	16
Bacteria	Candidatus Saccharibacteria	unclassified	unclassified	unclassified	Candidatus Saccharimonas	Candidatus Saccharimonas aalborgensis	d_Bacteria|p_Candidatus Saccharibacteria|g_Candidatus Saccharimonas|s_Candidatus Saccharimonas aalborgensis	0	0	0	0	0	0	2	0	0	0	0	0
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiaceae	Pelodictyon	Pelodictyon phaeoclathratiforme	d_Bacteria|p_Chlorobi|c_Chlorobia|o_Chlorobiales|f_Chlorobiaceae|g_Pelodictyon|s_Pelodictyon phaeoclathratiforme	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	Sphaerobacter thermophilus	d_Bacteria|p_Chloroflexi|c_Thermomicrobia|o_Sphaerobacterales|f_Sphaerobacteraceae|g_Sphaerobacter|s_Sphaerobacter thermophilus	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Chloroflexi	Thermomicrobia	Thermomicrobiales	Thermomicrobiaceae	Thermomicrobium	Thermomicrobium roseum	d_Bacteria|p_Chloroflexi|c_Thermomicrobia|o_Thermomicrobiales|f_Thermomicrobiaceae|g_Thermomicrobium|s_Thermomicrobium roseum	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Cyanobacteria	unclassified	Nostocales	Calotrichaceae	Calothrix	Calothrix sp. NIES-2098	d_Bacteria|p_Cyanobacteria|o_Nostocales|f_Calotrichaceae|g_Calothrix|s_Calothrix sp. NIES-2098	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	Cyanobacteria	unclassified	Nostocales	Calotrichaceae	Calothrix	Calothrix sp. PCC 7507	d_Bacteria|p_Cyanobacteria|o_Nostocales|f_Calotrichaceae|g_Calothrix|s_Calothrix sp. PCC 7507	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Cyanobacteria	unclassified	Nostocales	Nostocaceae	Anabaena	Anabaena cylindrica	d_Bacteria|p_Cyanobacteria|o_Nostocales|f_Nostocaceae|g_Anabaena|s_Anabaena cylindrica	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Cyanobacteria	unclassified	Nostocales	Nostocaceae	Nostoc	Nostoc sp. NIES-4103	d_Bacteria|p_Cyanobacteria|o_Nostocales|f_Nostocaceae|g_Nostoc|s_Nostoc sp. NIES-4103	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unclassified	Nostocales	Rivulariaceae	Rivularia	Rivularia sp. PCC 7116	d_Bacteria|p_Cyanobacteria|o_Nostocales|f_Rivulariaceae|g_Rivularia|s_Rivularia sp. PCC 7116	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unclassified	Oscillatoriales	Coleofasciculaceae	Geitlerinema	Geitlerinema sp. PCC 7407	d_Bacteria|p_Cyanobacteria|o_Oscillatoriales|f_Coleofasciculaceae|g_Geitlerinema|s_Geitlerinema sp. PCC 7407	0	0	0	1	0	0	0	1	0	0	0	0
Bacteria	Cyanobacteria	unclassified	Pleurocapsales	Dermocarpellaceae	Stanieria	Stanieria sp. NIES-3757	d_Bacteria|p_Cyanobacteria|o_Pleurocapsales|f_Dermocarpellaceae|g_Stanieria|s_Stanieria sp. NIES-3757	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unclassified	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. BIOS-U3-1	d_Bacteria|p_Cyanobacteria|o_Synechococcales|f_Synechococcaceae|g_Synechococcus|s_Synechococcus sp. BIOS-U3-1	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	unclassified	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. M16.1	d_Bacteria|p_Cyanobacteria|o_Synechococcales|f_Synechococcaceae|g_Synechococcus|s_Synechococcus sp. M16.1	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Flexistipes	Flexistipes sinusarabici	d_Bacteria|p_Deferribacteres|c_Deferribacteres|o_Deferribacterales|f_Deferribacteraceae|g_Flexistipes|s_Flexistipes sinusarabici	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus peraridilitoris	d_Bacteria|p_Deinococcus-Thermus|c_Deinococci|o_Deinococcales|f_Deinococcaceae|g_Deinococcus|s_Deinococcus peraridilitoris	1	0	0	0	0	0	1	0	0	0	0	0
Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus radiodurans	d_Bacteria|p_Deinococcus-Thermus|c_Deinococci|o_Deinococcales|f_Deinococcaceae|g_Deinococcus|s_Deinococcus radiodurans	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes	d_Bacteria|p_Fibrobacteres|c_Fibrobacteria|o_Fibrobacterales|f_Fibrobacteraceae|g_Fibrobacter|s_Fibrobacter succinogenes	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus krulwichiae	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Alkalihalobacillus|s_Alkalihalobacillus krulwichiae	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus isosaccharinicus	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Anaerobacillus|s_Anaerobacillus isosaccharinicus	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus amylolyticus	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Anoxybacillus|s_Anoxybacillus amylolyticus	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus amyloliquefaciens	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus amyloliquefaciens	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus cereus	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus coagulans	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus coagulans	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cohnii	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus cohnii	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cytotoxicus	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus cytotoxicus	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus filamentosus	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus filamentosus	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus flexus	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus flexus	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus lentus	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus lentus	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus marisflavi	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus marisflavi	0	0	0	1	0	0	0	0	1	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pumilus	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus pumilus	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus safensis	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus safensis	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sonorensis	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sonorensis	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. DSL-17	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. DSL-17	0	0	0	0	0	0	0	0	2	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. FJAT-22090	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. FJAT-22090	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. HD4P25	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. HD4P25	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. M4U3P1	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. M4U3P1	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. N3536	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. N3536	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. NSP9.1	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. NSP9.1	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. PAMC26568	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. PAMC26568	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. X1(2014)	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. X1(2014)	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. Y1	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus sp. Y1	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus subtilis	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus subtilis	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thermoamylovorans	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus thermoamylovorans	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Bacillus|s_Bacillus thuringiensis	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cytobacillus	Cytobacillus oceanisediminis	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Cytobacillus|s_Cytobacillus oceanisediminis	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Fictibacillus	Fictibacillus phosphorivorans	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Fictibacillus|s_Fictibacillus phosphorivorans	0	1	0	0	0	0	0	0	1	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus litoralis	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Halobacillus|s_Halobacillus litoralis	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	Halobacillus mangrovi	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Halobacillus|s_Halobacillus mangrovi	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus sp. 2017	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Lysinibacillus|s_Lysinibacillus sp. 2017	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	Oceanobacillus iheyensis	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Oceanobacillus|s_Oceanobacillus iheyensis	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Paraliobacillus	Paraliobacillus sp. X-1125	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Paraliobacillus|s_Paraliobacillus sp. X-1125	1	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pontibacillus	Pontibacillus sp. HMF3514	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Pontibacillus|s_Pontibacillus sp. HMF3514	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pradoshia	Pradoshia sp. D12	d_Bacteria|p_Firmicutes|c_Bacilli|o_Bacillales|f_Bacillaceae|g_Pradoshia|s_Pradoshia sp. D12	1	0	0	0	1	0	0	0	0	0	0	0
