KO	C1	C2	C3	C4	C5	C6	N1	N2	N3	N4	N5	N6
K04772	0.0	31.0464	11.5555	470.0546999999999	42.786	51.9406	0.0	0.0	20.7217	1462.9915	390.919	227.102
K04773	1053.234	33.4	5.32109	229.4273	1421.9160000000002	503.42620000000005	104.796	17.4336	138.6466	231.6823	376.29598999999996	722.9000000000001
K04774	0.0	0.0	0.0	134.1794	0.0	136.27	0.0	17.4336	64.9932	101.7448	367.9999	51.7188
K04782	0.0	0.0	0.0	150.444	0.0	0.0	0.0	0.0	177.498	272.495	164.773	0.0
K05299	0.0	0.0	0.0	38.9386	0.0	49.88399999999999	0.0	0.0	91.2147	0.0	407.2529	234.43099999999998
K05306	0.0	0.0	0.0	118.522	0.0	0.0	0.0	0.0	64.6235	113.905	38.855	0.0
K05311	0.0	0.0	54.5045	0.0	0.0	0.0	0.0	0.0	428.069	0.0	0.0	0.0
K05337	0.0	0.0	0.0	277.282	456.351	122.46700000000001	160.534	0.0	156.451	239.0897	279.524	692.294
K05338	59.7713	0.0	20.6358	107.025	0.0	0.0	0.0	33.4443	196.08	29.5518	35.3948	0.0
K05341	0.0	0.0	0.0	321.4367	0.0	0.0	35.5172	0.0	888.7221	429.6605	74.0949	0.0
K05342	0.0	0.0	0.0	278.705	0.0	0.0	0.0	0.0	325.215	248.918	0.0	0.0
K05343	0.0	0.0	0.0	321.4367	0.0	0.0	35.5172	0.0	888.7221	429.6605	74.0949	0.0
K05349	238.94099999999997	0.0	54.4544	327.8601	0.0	230.8581	229.3093	43.2508	781.5022999999999	499.4441	992.9707	0.0
K05350	46.1263	0.0	0.0	0.0	95.8061	0.0	31.3729	0.0	30.1716	0.0	27.2441	0.0
K05352	0.0	0.0	0.0	41.5959	0.0	0.0	39.4867	0.0	68.75569999999999	172.3157	34.7834	0.0
K05364	0.0	0.0	0.0	256.06949999999995	0.0	127.977	40.443000000000005	0.0	633.64	29.0483	543.2998	0.0
K05365	3012.3617	57.6494	173.36833000000001	1834.9433999999999	2044.5330000000004	1474.5839	1172.0946999999999	77.5993	654.3061999999999	2110.2544000000003	652.9952	833.7359
K05366	726.0858	88.16047	149.83584000000002	1571.8867999999995	629.4561000000001	1270.9439	590.2979	99.2973	838.2532	1562.0804000000003	1232.4761999999998	1214.6608
K05367	233.8971	0.0	57.43089	202.31769999999997	851.1761	17.9697	165.4298	0.0	263.6535	246.5821	185.78640000000001	121.42399999999999
K05499	0.0	0.0	0.0	0.0	0.0	243.41099999999997	0.0	0.0	0.0	0.0	0.0	0.0
K05501	0.0	0.0	0.0	104.2216	0.0	0.0	0.0	0.0	0.0	82.0523	157.75	0.0
K05515	447.387	322.894	41.513760000000005	340.9201	235.0331	269.8232	168.00809999999998	94.8392	188.9942	317.0974	300.2837	429.5916
K05516	0.0	0.0	247.928	806.5636999999999	147.495	41.2336	0.0	0.0	473.6547	761.973	986.6319	0.0
K05522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1787.76	0.0
K05527	0.0	237.438	209.43470000000002	465.22890000000007	0.0	0.0	0.0	105.94080000000001	53.5908	899.2649	336.5626	312.50100000000003
K05539	0.0	22.8692	0.0	67.14779999999999	0.0	68.758	0.0	19.8978	759.0181	482.84800000000007	350.7156	169.3164
K05540	344.29900000000004	58.1245	5.19276	133.171	331.47900000000004	367.81	170.94702999999998	28.32177	1155.0955999999999	542.7653	414.246	306.0864
K05541	0.0	14.9598	32.0903	214.7732	0.0	76.68979999999999	0.0	0.0	273.3124	223.99130000000002	250.14100000000002	55.0496
K05571	0.0	8.69207	44.6658	237.5958	0.0	12.3777	12.464	20.12915	516.83884	392.9198	471.7858	27.0221
K05573	0.0	20.6446	0.0	0.0	0.0	532.302	37.1271	0.0	0.0	0.0	0.0	77.0152
K05575	111.971	0.0	0.0	0.0	0.0	163.463	72.6833	0.0	0.0	0.0	0.0	0.0
K05577	0.0	0.0	18.6417	0.0	0.0	123.70100000000001	36.0373	0.0	0.0	0.0	0.0	92.2956
K05589	576.622	0.0	0.0	460.29050000000007	0.0	0.0	328.51300000000003	0.0	126.316	887.5674000000001	150.495	326.181
K05590	0.0	122.7621	0.0	170.3227	0.0	0.0	0.0	0.0	190.3837	984.6178	124.1968	0.0
K05591	59.7713	0.0	0.0	0.0	0.0	183.623	40.1468	33.4443	0.0	0.0	0.0	0.0
K05592	913.5906	40.8628	53.406800000000004	395.65139999999997	889.8651	891.9002	149.0034	108.4144	308.76800000000003	922.7654000000002	1286.5981	710.2625
K05594	0.0	0.0	0.0	375.37199999999996	0.0	0.0	0.0	0.0	119.714	80.8916	133.35490000000001	0.0
K05595	0.0	0.0	0.0	24.9594	0.0	0.0	14.5266	0.0	54.3597	20.563000000000002	24.4937	0.0
K05597	383.01300000000003	0.0	65.5984	558.8548	0.0	91.8113	0.0	0.0	155.95600000000002	712.5557999999999	574.095	206.467
K05601	332.1268	0.0	30.9548	208.26909999999998	212.02280000000002	250.2772	0.0	77.1108	156.1686	171.8254	284.7766	595.126
K05603	0.0	149.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05685	213.666	19.9151	132.57758	255.40589999999997	37.2572	14.4657	149.11	84.6436	513.8182	443.2391	458.33078000000006	323.72
K05710	0.0	79.1966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05772	0.0	28.0841	0.0	247.642	0.0	94.8493	0.0	0.0	40.6157	141.641	73.3099	0.0
K05775	0.0	0.0	0.0	46.308	0.0	0.0	0.0	0.0	0.0	193.278	0.0	0.0
K05776	138.58700000000002	128.96720000000002	46.9969	288.8422	284.393	0.0	0.0	0.0	42.8896	679.3046999999999	153.4179	221.46699999999998
K05784	0.0	0.0	6.9913	56.0923	0.0	0.0	0.0	0.0	36.6384	46.2161	11.0056	0.0
K05785	0.0	0.0	0.0	0.0	0.0	231.385	44.6173	0.0	0.0	0.0	0.0	0.0
K05786	0.0	0.0	58.6575	372.20740000000006	458.125	173.1344	148.97	0.0	561.24	425.1979	41.8354	136.77
K05787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.193	415.006	0.0
K05788	0.0	0.0	0.0	85.5883	0.0	0.0	0.0	0.0	740.9562	178.021	1196.0258	0.0
K05789	0.0	0.0	0.0	108.838	0.0	405.51120000000003	0.0	0.0	0.0	300.11199999999997	0.0	0.0
K05792	319.526	0.0	0.0	0.0	0.0	0.0	192.28599999999997	0.0	0.0	0.0	0.0	0.0
K05794	0.0	0.0	49.5628	165.5657	0.0	0.0	0.0	0.0	249.47650000000002	14.2961	111.7955	0.0
K05795	668.4727	0.0	0.0	46.308	485.1648	50.341699999999996	224.93339999999998	0.0	73.29910000000001	7.873810000000001	46.3669	111.5324
K05799	0.0	72.8885	0.0	719.092	0.0	226.882	0.0	0.0	471.90999999999997	646.3091999999999	623.1489999999999	0.0
K05800	0.0	15.8015	0.0	0.0	0.0	264.482	22.9478	39.0557	0.0	0.0	0.0	0.0
K05801	0.0	0.0	0.0	99.7409	0.0	545.2861	0.0	13.8723	240.781	152.90540000000001	344.2117	108.699
K05802	192.775	70.5155	53.8937	250.5416	264.978	177.938	24.1082	32.4202	138.4536	411.47950000000003	261.85949999999997	357.08910000000003
K05805	0.0	0.0	10.0315	32.7262	0.0	0.0	18.9295	0.0	53.5059	53.91	0.0	0.0
K05807	0.0	0.0	0.0	63.3763	0.0	21.1542	0.0	0.0	17.2675	52.2019	31.1247	0.0
K05808	926.768	0.0	0.0	302.46400000000006	123.78200000000001	300.22990000000004	80.2937	43.2508	1215.9892	290.0115	685.5769	3971.6870000000004
K05809	926.768	0.0	0.0	131.287	123.78200000000001	300.22990000000004	80.2937	43.2508	160.773	0.0	593.816	2450.637
K05810	711.538	0.0	98.87899999999999	578.2223999999999	0.0	260.453	0.0	0.0	757.7182	428.52909999999997	603.9488	0.0
K05820	0.0	8.69207	0.0	352.29949999999997	0.0	0.0	0.0	0.0	11.6239	17.5979	397.794	0.0
K05822	142.7049	51.4559	30.029	108.10600000000001	451.69800000000004	0.0	308.66740000000004	0.0	140.7027	121.242	162.906	119.13600000000001
K05825	263.9832	0.0	15.9362	0.0	459.033	0.0	30.5785	0.0	0.0	0.0	0.0	0.0
K05832	437.969	0.0	52.845400000000005	128.382	684.9761	71.6391	122.7883	29.7357	68.7732	96.3608	311.70640000000003	489.7161
K05833	0.0	35.9683	27.166999999999998	0.0	0.0	0.0	0.0	29.7357	68.7732	0.0	124.295	0.0
K05835	0.0	20.1491	0.0	109.36829999999999	0.0	0.0	0.0	0.0	104.775	132.8553	94.7078	92.2956
K05837	684.0129999999999	218.63299999999998	32.5274	190.9653	626.721	1435.4935	258.9781	15.9795	427.0722	369.06109999999995	417.1406	47.199
K05844	0.0	0.0	0.0	617.289	0.0	266.1683	0.0	163.8963	147.8007	272.8387	843.1573000000001	71.56
K05845	837.7988	15.9519	98.61296	188.90929999999997	774.5353000000001	0.0	204.399	57.0061	430.47349999999994	397.6762	239.62689999999998	755.3120999999999
K05846	837.7988	15.9519	98.61296	221.2602	774.5353000000001	0.0	204.399	57.0061	465.9516	424.43820000000005	335.8163	755.3120999999999
K05847	371.576	0.0	43.125	981.6157	145.445	0.0	16.2163	13.9617	593.4110000000001	55.2347	556.7749	82.0174
K05851	0.0	0.0	0.0	381.1032	0.0	147.97629999999998	0.0	0.0	140.9984	472.28770000000003	754.4931	285.531
K05878	0.0	0.0	75.6648	0.0	153.437	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05879	207.00799999999998	0.0	75.6648	0.0	546.924	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K05881	0.0	0.0	18.1403	145.9827	1645.11	150.546	0.0	63.288799999999995	66.4397	219.4327	440.4738	0.0
K05886	2530.06	67.9921	27.7089	54.4485	548.58	33.0474	37.1271	0.0	249.3963	63.736900000000006	253.8922	0.0
K05895	138.511	0.0	25.1292	0.0	108.333	348.4454	36.0373	43.2508	52.443000000000005	0.0	47.3503	305.93399999999997
K05896	81.6256	184.792	25.274340000000002	109.3493	142.113	21.8273	0.0	0.0	45.4547	163.2339	32.4579	370.5331
K05916	257.034	0.0	21.9793	76.5217	132.489	49.0435	42.9493	0.0	0.0	31.7346	0.0	0.0
K05934	388.944	0.0	19.744	66.81139999999999	173.1255	293.313	0.0	0.0	0.0	56.1662	33.6354	0.0
K05936	532.943	8.82947	26.51542	102.1388	248.4511	331.44019999999995	0.0	17.4336	11.8138	56.1662	68.3539	219.08700000000002
K05939	0.0	8.97128	51.625299999999996	317.9923	0.0	96.9651	0.0	37.857	108.0468	471.19122000000004	328.13110000000006	97.4698
K05946	38.6574	103.855	91.7602	36.5766	0.0	422.53700000000003	87.3577	166.7223	25.3055	167.68609999999998	173.4797	88.2076
K05952	0.0	0.0	0.0	127.896	0.0	184.4706	0.0	0.0	0.0	162.55	175.78099999999998	0.0
K05964	254.28400000000002	0.0	0.0	0.0	238.653	0.0	154.741	0.0	0.0	0.0	0.0	0.0
K05966	483.453	0.0	37.06230000000001	0.0	110.1555	0.0	71.7029	0.0	0.0	0.0	0.0	101.587
K05970	379.081	0.0	18.3887	0.0	89.4751	447.89752999999996	60.38857	35.6612	307.138	179.93919999999997	184.535	0.0
K05988	261.67900000000003	12.8094	51.264289999999995	295.5833	0.0	1216.7930000000001	18.4865	36.2363	379.0549	54.82899999999999	0.0	90.9071
K05995	195.083	0.0	17.1872	0.0	101.274	0.0	0.0	0.0	0.0	48.1374	0.0	0.0
K06001	0.0	0.0	0.0	0.0	0.0	464.841	60.8995	17.7279	0.0	0.0	17.6732	0.0
K06013	726.8288	0.0	32.10221	219.2585	1068.0228000000002	57.8785	340.6671	0.0	30.5834	251.24579999999997	35.9805	591.5118
K06015	0.0	0.0	0.0	0.0	399.595	0.0	0.0	0.0	0.0	0.0	32.57	95.1769
K06020	498.1771	112.336	108.21937	684.269	464.08500000000004	1372.4054	132.60299999999998	0.0	628.8606	573.13602	464.68924999999996	378.56289999999996
K06023	215.926	0.0	0.0	0.0	221.40900000000002	54.4683	0.0	0.0	0.0	0.0	0.0	247.81599999999997
K06024	0.0	11.2626	209.96400000000003	69.8098	0.0	0.0	16.2163	0.0	60.8387	46.0067	0.0	0.0
K06039	0.0	25.6069	0.0	33.4017	0.0	0.0	37.6972	0.0	0.0	0.0	66.1839	0.0
K06041	846.4783	0.0	85.5198	194.14589999999998	308.807	123.9684	32.2162	0.0	480.2382	228.0854	467.8682	0.0
K06042	395.69770000000005	0.0	41.518100000000004	77.8773	191.937	514.799	0.0	0.0	0.0	0.0	0.0	0.0
K06044	0.0	298.082	0.0	639.6052	0.0	15.02	38.7883	0.0	820.7817	235.13014	390.1714	0.0
K06048	51.7669	0.0	0.0	0.0	0.0	0.0	140.661	0.0	246.38010000000003	63.942400000000006	139.13299999999998	121.42399999999999
K06075	372.043	0.0	0.0	0.0	700.3989999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06076	621.335	127.32700000000001	57.6345	188.3373	217.6875	108.2216	139.34359999999998	0.0	91.64760000000001	59.2407	73.1697	0.0
K06077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	319.039	0.0	0.0	0.0
K06079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	237.495	0.0	0.0
K06113	14.3872	0.0	5.45592	0.0	0.0	808.2719999999999	55.619299999999996	0.0	0.0	0.0	0.0	25.6235
K06120	97.9848	0.0	12.3248	0.0	696.3000999999999	30.193	0.0	0.0	54.806000000000004	0.0	0.0	0.0
K06121	121.249	0.0	7.145989999999999	22.9524	139.8573	0.0	0.0	75.1378	12.4942	0.0	56.2958	0.0
K06122	57.2469	0.0	0.0	0.0	119.55799999999999	0.0	0.0	0.0	0.0	0.0	16.9087	50.4024
K06131	42.0859	0.0	20.9571	283.2709	344.693	588.4080000000001	0.0	33.967	212.82049999999998	656.7483	1144.7303	208.32770000000002
K06132	0.0	0.0	3.42867	64.7839	0.0	0.0	0.0	0.0	41.0833	40.0491	21.1529	0.0
K06133	0.0	0.0	0.0	0.0	0.0	197.928	0.0	0.0	49.2055	74.1461	44.4811	0.0
K06140	0.0	0.0	0.0	246.815	0.0	0.0	0.0	0.0	276.32099999999997	0.0	0.0	0.0
K06142	33.9183	67.2651	72.1102	296.8862	235.8215	468.17249999999996	120.9248	127.32900000000001	168.25650000000002	219.2924	559.3633	118.914
K06143	275.1651	4.56858	3.5125800000000003	0.0	86.3339	0.0	61.7417	0.0	0.0	0.0	0.0	16.3728
K06145	0.0	0.0	11.5555	0.0	0.0	25.2366	0.0	0.0	20.7217	0.0	112.119	55.5645
K06147	4254.850700000001	104.08385	397.18767000000014	1622.6140999999996	5371.0623000000005	2666.1956	1240.8933	355.6399	2433.96362	2380.0765	2341.4704	3731.1493
K06148	1360.9449999999997	67.7359	152.52759	614.8452000000001	2637.4966	1393.4967000000001	361.87409999999994	168.7482	472.7154000000001	677.4583	777.8631999999999	2247.8856
K06149	0.0	0.0	0.0	406.7921	0.0	48.2251	0.0	0.0	41.3408	93.5116	186.555	0.0
K06153	0.0	0.0	15.019	77.8773	0.0	49.88399999999999	158.6959	0.0	431.67049999999995	396.3814	387.911	0.0
K06158	1419.9989	205.55483	204.64515	445.1927599999999	2342.917	1082.3075000000001	322.81692	167.1495	814.7161000000002	1580.31398	277.9281	811.8698
K06162	0.0	0.0	0.0	0.0	376.415	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06168	619.5555999999999	79.03664	109.77739	293.35259999999994	651.0617	325.06351	650.7096	167.68939999999998	519.8611	318.86240000000004	944.8292	354.96369999999996
K06173	1035.38	0.0	0.0	99.4417	325.559	135.187	10.6208	0.0	119.3785	104.728	162.906	0.0
K06175	0.0	0.0	0.0	250.2347	0.0	120.772	0.0	0.0	140.65879999999999	160.7157	157.923	0.0
K06176	0.0	61.8727	0.0	147.9105	377.756	93.2965	0.0	0.0	72.0892	162.2326	238.32299999999998	0.0
K06177	129.49	24.5014	270.0258	710.7596	744.778	2218.4281	429.91225000000003	135.61522	269.9687	381.8836	729.9594000000001	243.4347
K06178	196.22	18.5998	139.69001	1422.1579	0.0	679.0189	117.0204	241.55070000000003	621.8048	1021.7691	922.5770000000001	1161.7379
K06179	607.7389	32.7907	32.2659	614.1698	671.0794999999999	648.3245	104.796	40.1327	603.9832	281.13739999999996	1079.4577	126.402
K06180	874.4399	163.954	260.75344	717.9984	1065.7024999999999	2531.756	528.2705000000001	56.1247	374.49209999999994	218.3247	927.2486	180.219
K06181	0.0	18.5998	0.0	267.9379	0.0	31.2049	0.0	45.8803	93.9008	51.3514	548.9817	395.2779
K06182	196.22	0.0	7.65406	120.93390000000002	0.0	16.5604	64.2251	0.0	349.10679999999996	139.6607	92.5395	262.3207
K06183	196.22	18.5998	44.42800999999999	1097.0357	0.0	188.23690000000002	64.2251	76.9037	25.9054	520.2132	548.9817	563.8939
K06186	0.0	0.0	13.8994	101.7445	0.0	0.0	26.5226	0.0	249.8535	569.0871	1278.6514	0.0
K06187	191.50599999999997	32.2041	48.026399999999995	197.1486	490.653	301.4289	0.0	36.2363	897.7532000000001	335.8194	643.6939	349.44399999999996
K06188	0.0	48.92094	0.0	218.80640000000002	0.0	74.02159999999999	202.88	0.0	280.8266	197.2699	665.2965	167.494
K06189	588.66	0.0	186.0958	96.90799999999999	197.332	118.569	33.0953	0.0	327.73879999999997	228.2489	877.0360000000001	168.61599999999999
K06190	0.0	0.0	85.51378	285.5211	0.0	0.0	18.4865	0.0	267.0401	369.1002	57.8911	46.8269
K06191	0.0	0.0	0.0	432.019	0.0	0.0	0.0	0.0	0.0	388.385	0.0	0.0
K06192	44.8831	3.75895	15.83128	117.35889999999999	0.0	47.4828	26.5226	0.0	448.62969999999996	232.2909	329.9026	210.56080000000003
K06193	0.0	0.0	0.0	271.735	0.0	238.919	0.0	0.0	484.402	132.1672	984.431	373.949
K06194	0.0	0.0	8.511339999999999	381.8077	0.0	105.0447	0.0	13.7876	680.2988	696.0421999999999	335.1121	185.18280000000001
K06195	0.0	34.6183	0.0	138.924	0.0	0.0	51.7435	0.0	0.0	154.622	46.3669	0.0
K06196	262.87	95.462	43.5255	221.8992	337.47429999999997	0.0	342.824	0.0	469.2206	195.50240000000002	300.98900000000003	213.656
K06199	0.0	0.0	0.0	157.8312	505.44199999999995	163.463	72.6833	58.9632	72.0892	108.71	65.14	0.0
K06200	72.7944	30.708	26.629939999999998	764.7032000000002	234.3073	164.3431	101.1127	22.9402	519.9698	638.4702000000001	612.2619	410.3074
K06202	0.0	0.0	0.0	121.23700000000001	0.0	0.0	0.0	0.0	133.619	100.66799999999999	40.1913	0.0
K06203	0.0	20.9745	8.0349	25.9312	0.0	34.801	0.0	13.0185	28.2413	10.6814	89.07700000000001	0.0
K06204	0.0	0.0	0.0	510.19199999999995	0.0	0.0	0.0	0.0	568.031	437.605	271.342	0.0
K06205	0.0	0.0	27.166999999999998	96.6416	0.0	0.0	0.0	0.0	53.5908	0.0	193.519	0.0
K06206	0.0	0.0	0.0	46.308	260.34	156.787	0.0	109.321	51.3291	77.3112	1102.6709	2132.306
K06207	200.2602	55.29877	157.92476	709.8434	365.8627	676.7083000000001	245.1553	62.766099999999994	818.4018399999999	1316.6242699999998	2026.8119599999995	867.4697
K06209	0.0	0.0	0.0	206.574	342.17199999999997	0.0	0.0	0.0	0.0	251.511	0.0	0.0
K06211	0.0	0.0	0.0	110.7299	912.702	88.5342	0.0	0.0	175.0086	411.59450000000004	510.168	871.113
K06212	134.649	8.69207	6.666589999999999	295.7106	341.664	57.5595	163.18149999999997	34.5134	298.2269	109.402	383.52000000000004	109.4371
K06213	58.0604	203.976	29.76478	118.8392	0.0	0.0	7.56842	0.0	211.1357	58.4154	12.6262	0.0
K06215	0.0	0.0	16.7433	0.0	0.0	147.825	128.384	0.0	0.0	104.985	28.013	704.34
K06217	0.0	0.0	22.3397	129.5396	208.00400000000002	18.833	29.0984	0.0	273.2717	206.29179999999997	171.8406	0.0
K06218	129.041	0.0	11.7658	0.0	100.97200000000001	0.0	382.525	0.0	0.0	314.955	0.0	56.6237
K06221	0.0	0.0	18.6417	31.8565	0.0	261.119	0.0	0.0	209.55109999999996	79.0329	574.3511	0.0
K06223	0.0	0.0	0.0	226.87900000000002	355.491	246.2651	0.0	51.2298	90.8514	0.0	534.434	106.766
K06281	0.0	12.6165	0.0	48.3208	329.91999999999996	41.9848	0.0	0.0	122.1152	119.6042	193.519	92.2004
K06282	47.3952	0.0	0.0	48.5839	42.1933	63.8207	15.0813	109.321	53.07	164.90859999999998	234.77710000000002	152.459
K06287	0.0	32.7907	24.7814	290.16020000000003	0.0	0.0	0.0	0.0	927.8529999999998	322.1225	213.56810000000002	0.0
K06313	0.0	36.06969	22.3397	85.34909999999999	0.0	65.49323	0.0	16.3879	95.5384	481.7124	150.52519999999998	160.1336
K06320	215.926	0.0	0.0	370.3288	693.572	0.0	47.7907	0.0	21.1252	31.9155	502.2009999999999	0.0
K06346	177.18200000000002	0.0	24.03689	40.2011	483.38950000000006	0.0	15.5768	0.0	351.7667	11.0393	26.307	851.3152
K06350	591.713	0.0	0.0	124.9311	385.49	36.4914	0.0	0.0	0.0	0.0	27.6207	99.9351
K06351	52.2872	8.55888	32.8248	10.5103	36.4718	0.0	24.5408	10.6437	0.0	0.0	0.0	61.9316
K06373	0.0	10.4873	0.0	0.0	0.0	226.207	0.0	0.0	0.0	0.0	12.7253	0.0
K06374	0.0	10.4873	0.0	0.0	0.0	226.207	0.0	0.0	0.0	0.0	12.7253	0.0
K06377	0.0	0.0	0.0	31.8565	0.0	0.0	0.0	0.0	69.8502	52.6886	157.846	0.0
K06381	377.69399999999996	0.0	0.0	0.0	440.168	0.0	77.7714	37.4666	82.6816	88.2841	34.1982	108.699
K06384	0.0	0.0	0.0	0.0	0.0	1096.4750000000001	548.87	0.0	0.0	0.0	0.0	0.0
K06385	145.54	0.0	66.91	60.7127	0.0	0.0	67.4091	0.0	68.1599	0.0	0.0	0.0
K06398	0.0	0.0	0.0	100.65100000000001	0.0	0.0	38.7883	0.0	18.2863	82.8995	16.480999999999998	0.0
K06399	0.0	35.9683	0.0	96.6416	0.0	0.0	399.217	0.0	0.0	309.938	171.0772	484.442
K06400	0.0	0.0	0.0	0.0	963.512	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06402	0.0	0.0	30.029	108.10600000000001	0.0	0.0	0.0	0.0	120.229	0.0	108.604	0.0
K06409	0.0	0.0	61.5313	32.8722	0.0	0.0	74.2543	0.0	179.34660000000002	109.402	32.57	0.0
K06412	273.753	0.0	30.029	0.0	460.709	67.5935	59.9787	0.0	0.0	0.0	0.0	156.733
K06438	1219.5675	0.0	30.6924	55.2934	543.172	0.0	61.3371	0.0	184.857	0.0	0.0	0.0
K06442	18.9299	52.8341	7.10668	171.8586	39.6027	0.0	345.564	0.0	0.0	324.3953	75.0746	0.0
K06518	177.8553	0.0	58.1943	147.7366	1448.288	0.0	0.0	33.4443	240.4838	96.62650000000001	55.415499999999994	0.0
K06596	607.7389	0.0	0.0	623.951	589.7009999999999	0.0	0.0	0.0	0.0	563.179	488.0835	0.0
K06718	0.0	0.0	0.0	0.0	0.0	354.82	293.249	243.468	0.0	0.0	0.0	0.0
K06857	0.0	0.0	26.1583	0.0	0.0	0.0	223.7	0.0	51.3291	228.997	185.468	0.0
K06861	261.32599999999996	13.0083	57.6565	277.0365	248.7287	81.7313	18.7795	0.0	290.4098	190.2595	185.08190000000002	149.346
K06866	0.0	0.0	0.0	0.0	0.0	163.043	0.0	0.0	0.0	0.0	432.51599999999996	801.0989999999999
K06867	0.0	0.0	0.0	0.0	0.0	161.789	0.0	0.0	0.0	16.7687	0.0	0.0
K06871	0.0	0.0	0.0	75.12180000000001	0.0	331.105	29.0984	93.40520000000001	302.03549999999996	19.3186	527.3982000000001	152.991
K06872	0.0	9.92804	0.0	61.2508	291.438	16.4611	0.0	0.0	26.6785	10.0925	48.0836	36.034
K06877	0.0	0.0	0.0	0.0	0.0	0.0	16.328	43.2508	133.7941	0.0	443.16959999999995	547.08
K06878	332.8179	22.71875	36.37801	1170.2309	180.2054	438.1242	464.5796	11.9791	346.9939	1283.438	1369.2271	448.6409
K06879	0.0	0.0	0.0	439.281	0.0	256.9671	0.0	0.0	249.405	311.73199999999997	780.9480000000001	0.0
K06881	0.0	9.11773	24.2413	13.962	0.0	181.232	71.6823	0.0	0.0	269.752	13.707	0.0
K06883	251.50730000000001	0.0	15.9362	121.425	566.775	442.671	0.0	0.0	238.3361	226.468	241.6781	155.959
K06885	649.049	13.4138	10.2707	0.0	29.1349	22.3609	19.3941	285.764	18.2863	0.0	0.0	98.3029
K06886	0.0	0.0	0.0	32.8722	0.0	0.0	0.0	0.0	0.0	163.065	0.0	0.0
K06889	71.9753	0.0	32.2489	35.6749	135.6941	356.56	84.9178	0.0	231.9561	0.0	92.12079999999999	123.90799999999999
K06890	0.0	0.0	0.0	0.0	0.0	326.538	265.20599999999996	25.1351	85.8061	130.9792	77.4583	0.0
K06891	0.0	0.0	0.0	174.46900000000002	0.0	0.0	48.7248	0.0	48.1776	36.3238	130.71200000000002	0.0
K06894	635.0435	0.0	70.8751	175.38400000000001	469.69809999999995	64.4753	128.3064	0.0	87.5341	406.81120000000004	124.9264	239.3408
K06895	188.042	0.0	11.4545	87.2344	163.559	0.0	0.0	0.0	87.4123	108.971	157.75	110.09899999999999
K06896	0.0	15.9754	0.0	39.1576	16.9855	39.6362	0.0	9.9386	0.0	16.1331	76.8005	0.0
K06899	154.63	27.6512	16.7433	274.3483	493.794	96.23899999999999	103.7653	22.4498	62.0342	310.2011	687.5820000000001	332.059
K06901	536.011	13.7415	90.1598	304.2019	256.4628	193.0503	106.1997	17.0101	230.4794	357.4004	827.0282	771.2679999999999
K06902	0.0	48.3087	36.7774	31.3733	0.0	0.0	0.0	0.0	0.0	0.0	466.594	0.0
K06903	223.368	0.0	0.0	0.0	268.817	0.0	586.24	0.0	0.0	148.659	154.92	0.0
K06904	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	747.8989999999999
K06905	0.0	0.0	0.0	0.0	460.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K06906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	555.879	0.0
K06909	639.6120000000001	18.0031	39.131299999999996	61.8128	0.0	345.405	170.49200000000002	9.27997	0.0	102.165	0.0	0.0
K06910	0.0	0.0	0.0	55.1861	0.0	147.91299999999998	0.0	0.0	215.36580000000004	405.15840000000003	369.6852	172.65900000000002
K06911	0.0	0.0	0.0	141.475	0.0	0.0	0.0	0.0	0.0	77.6875	0.0	0.0
K06915	909.7316	441.4946	53.6117	536.0805	372.4875	371.3802	88.78020000000001	0.0	340.2514	257.2937	592.9592	550.4475
K06916	0.0	0.0	0.0	158.7141	0.0	0.0	0.0	61.9688	48.7012	262.5924	14.6304	0.0
K06918	0.0	0.0	13.6121	54.0285	0.0	29.8657	0.0	43.9599	0.0	178.406	0.0	132.063
K06919	55.3302	0.0	10.1897	358.8354	0.0	221.801	19.2367	16.4764	246.477	887.836	0.0	0.0
K06920	0.0	22.263	45.9576	174.2568	64.0283	108.006	0.0	0.0	100.556	94.9272	345.91589999999997	213.532
K06921	295.176	0.0	0.0	0.0	48.4816	185.523	119.70330000000001	0.0	0.0	77.3112	0.0	0.0
K06923	0.0	0.0	0.0	56.7218	0.0	0.0	0.0	0.0	124.068	46.7946	56.026	0.0
K06925	0.0	32.2041	24.3363	42.7942	0.0	1826.6770000000001	207.734	0.0	78.6606	398.47720000000004	113.655	0.0
